Statistical profiling result from isolate-0x105800000-v8.log, (71385 ticks, 5238 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  T v8::internal::ObjectLiteral::BuildConstantProperties(v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::NewSpace::AddFreshPage()
      1    0.0%    0.0%  T v8::internal::NativeRegExpMacroAssembler::Match(v8::internal::Handle<v8::internal::Code>, v8::internal::Handle<v8::internal::String>, int*, int, int, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::MaterializedLiteral::GetBoilerplateValue(v8::internal::Expression*, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::MarkCompactCollectorBase::CollectRememberedSetUpdatingItems(v8::internal::ItemParallelJob*, v8::internal::RememberedSetUpdatingMode)
      1    0.0%    0.0%  T v8::internal::MarkCompactCollector::Sweeper::StartSweeperTasks()
      1    0.0%    0.0%  T v8::internal::MarkCompactCollector::Sweeper::RawSweep(v8::internal::Page*, v8::internal::MarkCompactCollector::Sweeper::FreeListRebuildingMode, v8::internal::FreeSpaceTreatmentMode)
      1    0.0%    0.0%  T v8::internal::MarkCompactCollector::Sweeper::EnsureNewSpaceCompleted()
      1    0.0%    0.0%  T v8::internal::Map::WeakCellForMap(v8::internal::Handle<v8::internal::Map>)
      1    0.0%    0.0%  T v8::internal::Map::RawCopy(v8::internal::Handle<v8::internal::Map>, int)
      1    0.0%    0.0%  T v8::internal::Map::FindRootMap() const
      1    0.0%    0.0%  T v8::internal::Map::ConnectTransition(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::SimpleTransitionFlag)
      1    0.0%    0.0%  T v8::internal::Malloced::New(unsigned long)
      1    0.0%    0.0%  T v8::internal::Malloced::Delete(void*)
      1    0.0%    0.0%  T v8::internal::MacroAssembler::PushCallerSaved(v8::internal::SaveFPRegsMode, v8::internal::Register, v8::internal::Register, v8::internal::Register)
      1    0.0%    0.0%  T v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>, bool)
      1    0.0%    0.0%  T v8::internal::LookupIterator::ApplyTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  T v8::internal::Logger::CurrentTimeEvent()
      1    0.0%    0.0%  T v8::internal::LocalAllocationBuffer::Close()
      1    0.0%    0.0%  T v8::internal::LayoutDescriptor::IsTagged(int, int, int*)
      1    0.0%    0.0%  T v8::internal::KeyedStoreICNexus::StateFromFeedback() const
      1    0.0%    0.0%  T v8::internal::KeyedLoadIC::Load(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::KeyAccumulator::CollectKeys(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::JSReceiver>)
      1    0.0%    0.0%  T v8::internal::KeyAccumulator::AddKey(v8::internal::Handle<v8::internal::Object>, v8::internal::AddKeyConversion)
      1    0.0%    0.0%  T v8::internal::JavaScriptFrame::IsConstructor() const
      1    0.0%    0.0%  T v8::internal::JSObject::MakePrototypesFast(v8::internal::Handle<v8::internal::Object>, v8::internal::WhereToStart, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::JSObject::GetElementsTransitionMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
      1    0.0%    0.0%  T v8::internal::JSFunction::GetLength(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSFunction>)
      1    0.0%    0.0%  T v8::internal::JSFunction::GetFunctionRealm(v8::internal::Handle<v8::internal::JSFunction>)
      1    0.0%    0.0%  T v8::internal::Isolate::MayAccess(v8::internal::Handle<v8::internal::Context>, v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  T v8::internal::Isolate::Iterate(v8::internal::RootVisitor*, v8::internal::ThreadLocalTop*)
      1    0.0%    0.0%  T v8::internal::IncrementalStringBuilder::AppendString(v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  T v8::internal::IncrementalMarking::SetOldSpacePageFlags(v8::internal::MemoryChunk*, bool, bool)
      1    0.0%    0.0%  T v8::internal::IncrementalMarking::ActivateIncrementalWriteBarrier()
      1    0.0%    0.0%  T v8::internal::IC::UpdateState(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::IC::TraceIC(char const*, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::HeapIterator::next()
      1    0.0%    0.0%  T v8::internal::Heap::StartIncrementalMarkingIfAllocationLimitIsReached(int, v8::GCCallbackFlags)
      1    0.0%    0.0%  T v8::internal::Heap::ShouldOptimizeForLoadTime()
      1    0.0%    0.0%  T v8::internal::Heap::SetStackLimits()
      1    0.0%    0.0%  T v8::internal::Heap::GetFillToAlign(unsigned char*, v8::internal::AllocationAlignment)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateRawTwoByteString(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateMap(v8::internal::InstanceType, int, v8::internal::ElementsKind)
      1    0.0%    0.0%  T v8::internal::HashTable<v8::internal::WeakHashTable, v8::internal::WeakHashTableShape<2> >::Rehash()
      1    0.0%    0.0%  T v8::internal::HashTable<v8::internal::CompilationCacheTable, v8::internal::CompilationCacheShape>::FindInsertionEntry(unsigned int)
      1    0.0%    0.0%  T v8::internal::HashTable<v8::internal::CompilationCacheTable, v8::internal::CompilationCacheShape>::EnsureCapacity(v8::internal::Handle<v8::internal::CompilationCacheTable>, int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::HandleScope::Extend(v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::GenericStringUtf16CharacterStream::FillBuffer(unsigned long)
      1    0.0%    0.0%  T v8::internal::FunctionTemplateInfo::TryGetCachedPropertyName(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::FunctionLiteral::language_mode() const
      1    0.0%    0.0%  T v8::internal::FunctionCallbackArguments::Call(void (*)(v8::FunctionCallbackInfo<v8::Value> const&))
      1    0.0%    0.0%  T v8::internal::FuncNameInferrer::PushLiteralName(v8::internal::AstRawString const*)
      1    0.0%    0.0%  T v8::internal::FreeListCategory::Free(v8::internal::FreeSpace*, unsigned long, v8::internal::FreeMode)
      1    0.0%    0.0%  T v8::internal::FrameSummary::GetTop(v8::internal::StandardFrame const*)
      1    0.0%    0.0%  T v8::internal::FindStringIndicesDispatch(v8::internal::Isolate*, v8::internal::String*, v8::internal::String*, v8::internal::List<int, v8::internal::FreeStoreAllocationPolicy>*, unsigned int)
      1    0.0%    0.0%  T v8::internal::FeedbackVector::GetKind(v8::internal::FeedbackSlot) const
      1    0.0%    0.0%  T v8::internal::FeedbackNexus::FindHandlers(v8::internal::List<v8::internal::Handle<v8::internal::Object>, v8::internal::FreeStoreAllocationPolicy>*, int) const
      1    0.0%    0.0%  T v8::internal::FeedbackNexus::ConfigurePremonomorphic()
      1    0.0%    0.0%  T v8::internal::FastKeyAccumulator::GetKeysFast(v8::internal::GetKeysConversion)
      1    0.0%    0.0%  T v8::internal::Factory::ObjectLiteralMapFromCache(v8::internal::Handle<v8::internal::Context>, int)
      1    0.0%    0.0%  T v8::internal::Factory::NewTuple3(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::Factory::NewStruct(v8::internal::InstanceType)
      1    0.0%    0.0%  T v8::internal::Factory::NewOneClosureCell(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::Factory::NewJSObjectFromMap(v8::internal::Handle<v8::internal::Map>, v8::internal::PretenureFlag, v8::internal::Handle<v8::internal::AllocationSite>)
      1    0.0%    0.0%  T v8::internal::Factory::NewJSArray(v8::internal::ElementsKind, int, int, v8::internal::ArrayStorageAllocationMode, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::NewFixedArrayWithHoles(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::NewContextExtension(v8::internal::Handle<v8::internal::ScopeInfo>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::Factory::InternalizeOneByteString(v8::internal::Vector<unsigned char const>)
      1    0.0%    0.0%  T v8::internal::Factory::CopyJSObjectWithAllocationSite(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::AllocationSite>)
      1    0.0%    0.0%  T v8::internal::Expression::ToBooleanIsFalse() const
      1    0.0%    0.0%  T v8::internal::Expression::IsPropertyName() const
      1    0.0%    0.0%  T v8::internal::Expression::IsConciseMethodDefinition() const
      1    0.0%    0.0%  T v8::internal::Expression::IsAnonymousFunctionDefinition() const
      1    0.0%    0.0%  T v8::internal::Deserializer::ReadData(v8::internal::Object**, v8::internal::Object**, int, unsigned char*)
      1    0.0%    0.0%  T v8::internal::DescriptorArray::CopyUpToAddAttributes(v8::internal::Handle<v8::internal::DescriptorArray>, int, v8::internal::PropertyAttributes, int)
      1    0.0%    0.0%  T v8::internal::DescriptorArray::Allocate(v8::internal::Isolate*, int, int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Descriptor::DataConstant(v8::internal::Handle<v8::internal::Name>, int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes)
      1    0.0%    0.0%  T v8::internal::DeclarationScope::DeclarationScope(v8::internal::Zone*, v8::internal::Scope*, v8::internal::ScopeType, v8::internal::FunctionKind)
      1    0.0%    0.0%  T v8::internal::Context::extension_object()
      1    0.0%    0.0%  T v8::internal::CompilationJob::FinalizeJob()
      1    0.0%    0.0%  T v8::internal::CompilationJob::CompilationJob(v8::internal::Isolate*, v8::internal::CompilationInfo*, char const*, v8::internal::CompilationJob::State)
      1    0.0%    0.0%  T v8::internal::CompilationInfo::scope() const
      1    0.0%    0.0%  T v8::internal::CompilationInfo::num_parameters() const
      1    0.0%    0.0%  T v8::internal::CompilationInfo::SourcePositionRecordingMode() const
      1    0.0%    0.0%  T v8::internal::CompilationCacheTable::LookupEval(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::LanguageMode, int)
      1    0.0%    0.0%  T v8::internal::CanonicalHandleScope::Lookup(v8::internal::Object*)
      1    0.0%    0.0%  T v8::internal::Call::GetCallType() const
      1    0.0%    0.0%  T v8::internal::Builtins::MakeQuadragenarianCodeYoungAgain()
      1    0.0%    0.0%  T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Builtin_ArraySlice(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::BoyerMooreLookahead::GetSkipTable(int, int, v8::internal::Handle<v8::internal::ByteArray>)
      1    0.0%    0.0%  T v8::internal::Bitmap::ClearRange(unsigned int, unsigned int)
      1    0.0%    0.0%  T v8::internal::BinaryOperation::IsSmiLiteralOperation(v8::internal::Expression**, v8::internal::Smi**)
      1    0.0%    0.0%  T v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::EnsureCapacity(v8::internal::Handle<v8::internal::NameDictionary>, int)
      1    0.0%    0.0%  T v8::internal::AstValueFactory::NewString(v8::internal::AstRawString const*)
      1    0.0%    0.0%  T v8::internal::AstValueFactory::NewNumber(double)
      1    0.0%    0.0%  T v8::internal::AstRawString::Internalize(v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::AstNumberingVisitor::VisitVariableProxy(v8::internal::VariableProxy*, v8::internal::TypeofMode)
      1    0.0%    0.0%  T v8::internal::AstNumberingVisitor::VisitObjectLiteral(v8::internal::ObjectLiteral*)
      1    0.0%    0.0%  T v8::internal::AstNumberingVisitor::VisitFunctionLiteral(v8::internal::FunctionLiteral*)
      1    0.0%    0.0%  T v8::internal::AstNumberingVisitor::VisitDeclarations(v8::internal::ThreadedList<v8::internal::Declaration>*)
      1    0.0%    0.0%  T v8::internal::Assignment::binary_op() const
      1    0.0%    0.0%  T v8::internal::AssemblerBase::IsolateData::IsolateData(v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::ArrayBufferTracker::ProcessBuffers(v8::internal::Page*, v8::internal::ArrayBufferTracker::ProcessingMode)
      1    0.0%    0.0%  T v8::internal::AccountingAllocator::GetSegmentFromPool(unsigned long)
      1    0.0%    0.0%  T v8::internal::AccountingAllocator::GetSegment(unsigned long)
      1    0.0%    0.0%  T v8::base::Semaphore::Wait()
      1    0.0%    0.0%  T v8::base::OS::GetRandomMmapAddr()
      1    0.0%    0.0%  T v8::Value::IsFunction() const
      1    0.0%    0.0%  T v8::V8::DisposeGlobal(v8::internal::Object**)
      1    0.0%    0.0%  T v8::Object::Get(v8::Local<v8::Context>, unsigned int)
      1    0.0%    0.0%  T v8::Object::Get(unsigned int)
      1    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
      1    0.0%    0.0%  T v8::Isolate::GetCurrentContext()
      1    0.0%    0.0%  T v8::EscapableHandleScope::Escape(v8::internal::Object**)
      1    0.0%    0.0%  T v8::CpuProfiler::SetIdle(bool)
      1    0.0%    0.0%  T node::NodePlatform::CallOnBackgroundThread(v8::Task*, v8::Platform::ExpectedRuntime)
      1    0.0%    0.0%  T node::InternalCallbackScope::InternalCallbackScope(node::Environment*, v8::Local<v8::Object>, node::async_context const&, node::InternalCallbackScope::ResourceExpectation)
      1    0.0%    0.0%  T node::InternalCallbackScope::Close()
      1    0.0%    0.0%  T node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*)
      1    0.0%    0.0%  T _uv_timer_stop
      1    0.0%    0.0%  T _uv_run
      1    0.0%    0.0%  T _uv_hrtime
      1    0.0%    0.0%  T _uv_backend_timeout
      1    0.0%    0.0%  T _sprintf_l
      1    0.0%    0.0%  T _send$NOCANCEL
      1    0.0%    0.0%  T _pthread_key_create
      1    0.0%    0.0%  T _malloc_zone_malloc
      1    0.0%    0.0%  T _fputc
      1    0.0%    0.0%  T _fprintf_l
      1    0.0%    0.0%  T ___fread

 [Summary]:
   ticks  total  nonlib   name
  48286   67.6%   68.3%  JavaScript
  17164   24.0%   24.3%  C++
   1098    1.5%    1.6%  GC
    697    1.0%          Shared libraries
   5238    7.3%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   3491   22.5%    4.9%  T v8::internal::Runtime_CreateDataProperty(int, v8::internal::Object**, v8::internal::Isolate*)
   3146   20.2%    4.4%  T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
   3011   19.4%    4.2%  T v8::internal::Runtime_GetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
   1890   12.2%    2.6%  T v8::internal::Runtime_NumberToString(int, v8::internal::Object**, v8::internal::Isolate*)
   1664   10.7%    2.3%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
   1245    8.0%    1.7%  T v8::internal::Runtime_HasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    108    0.7%    0.2%  T v8::internal::Runtime_RegExpExecMultiple(int, v8::internal::Object**, v8::internal::Isolate*)
     94    0.6%    0.1%  T v8::internal::Runtime_RegExpReplace(int, v8::internal::Object**, v8::internal::Isolate*)
     76    0.5%    0.1%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     71    0.5%    0.1%  T v8::internal::Builtin_DateNow(int, v8::internal::Object**, v8::internal::Isolate*)
     65    0.4%    0.1%  T v8::internal::Runtime_RegExpInitializeAndCompile(int, v8::internal::Object**, v8::internal::Isolate*)
     63    0.4%    0.1%  T v8::internal::Builtin_ArraySlice(int, v8::internal::Object**, v8::internal::Isolate*)
     55    0.4%    0.1%  T v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
     53    0.3%    0.1%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     44    0.3%    0.1%  T v8::internal::Runtime_LoadLookupSlot(int, v8::internal::Object**, v8::internal::Isolate*)
     43    0.3%    0.1%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
